"","Rank of Sales","Game","Owners Before","Owners After","Sales","Price","Increase(Percentage)","Max Discount(Percentage of Original)","Lowest Price"
"68",68,"Red Orchestra 2: Heroes of Stalingrad with Rising Storm",3257000,3342000,85000,19.99,2.61,75,4.99
"69",69,"Dishonored",3216000,3323000,107000,9.99,3.33,75,2.49
"70",70,"Company of Heroes 2",2429000,3317000,888000,19.99,36.56,75,3.24
"71",71,"Call of Duty: Black Ops II",3138000,3218000,80000,59.99,2.55,51,29.39
"72",72,"Saints Row 2",2407000,3160000,753000,9.99,31.28,75,2.49
"73",73,"Hitman: Absolution",2708000,3078000,370000,19.99,13.66,75,4.99
"74",74,"Undertale",2897000,3061000,164000,9.99,5.66,50,4.99
"75",75,"The Tiny Bang Story",209000,3010000,2801000,4.99,1340.19,75,1.24
"76",76,"BattleBlock Theater",2822000,2978000,156000,14.99,5.53,80,2.99
"77",77,"Batman: Arkham Asylum Game of the Year Edition",2909000,2961000,52000,19.99,1.79,75,4.99
"78",78,"Orwell: Keeping an Eye On You",267000,2950000,2683000,9.99,1004.87,60,3.99
"79",79,"Mount & Blade: Warband",2742000,2909000,167000,19.99,6.09,75,4.99
"80",80,"Starbound",2862000,2889000,27000,14.99,0.94,33,10.04
"81",81,"Dying Light",2558000,2865000,307000,39.99,12,60,15.99
"82",82,"Total War: ROME II - Emperor Edition",2601000,2857000,256000,59.95,9.84,75,14.98
"83",83,"Goat Simulator",2747000,2837000,90000,9.99,3.28,75,2.49
"84",84,"FTL: Faster Than Light",2743000,2816000,73000,9.99,2.66,75,2.49
"85",85,"Subnautica",2199000,2807000,608000,24.99,27.65,25,18.74
"86",86,"Mirror's Edge",2709000,2749000,40000,19.99,1.48,75,4.99
"87",87,"Grand Theft Auto: Episodes from Liberty City",2678000,2733000,55000,19.99,2.05,65,6.99
"88",88,"Super Meat Boy",2652000,2693000,41000,14.99,1.55,90,1.49
"89",89,"DARK SOULS III",2188000,2635000,447000,59.99,20.43,75,14.99
"90",90,"Trine 2: Complete Story",2246000,2617000,371000,19.99,16.52,85,2.99
"91",91,"Bastion",2071000,2603000,532000,14.99,25.69,80,2.99
"92",92,"Homefront",2569000,2571000,2000,19.99,0.08,75,4.99
"93",93,"Mafia II",2464000,2568000,104000,29.99,4.22,75,7.49
"94",94,"Sanctum 2",1501000,2544000,1043000,14.99,69.49,80,2.99
"95",95,"DOOM",2331000,2537000,206000,19.99,8.84,50,9.99
"96",96,"The Bureau: XCOM Declassified",2081000,2517000,436000,19.99,20.95,80,3.99
"97",97,"Divinity: Original Sin 2 - Definitive Edition",1827000,2491000,664000,44.99,36.34,35,29.24
"98",98,"Age of Empires III: Complete Collection",2467000,2471000,4000,39.99,0.16,75,9.99
"99",99,"Company of Heroes: Opposing Fronts",2409000,2463000,54000,19.99,2.24,75,4.99
"100",100,"Sid Meier's Civilization III Complete",2437000,2459000,22000,4.99,0.9,75,1.24
"101",101,"Amnesia: A Machine for Pigs",1668000,2433000,765000,19.99,45.86,85,2.99
"102",102,"F1 2015",2235000,2428000,193000,39.99,8.64,75,9.99
"103",103,"Orcs Must Die! 2",2120000,2420000,3e+05,14.99,14.15,75,3.74
"104",104,"Sid Meier’s Civilization VI",2224000,2420000,196000,59.99,8.81,70,17.99
"105",105,"Space Engineers",2225000,2414000,189000,39.99,8.49,60,9.99
"106",106,"Rise of the Tomb Raider",2099000,2403000,304000,59.99,14.48,80,11.99
"107",107,"South Park: The Stick of Truth",2294000,2384000,90000,29.99,3.92,75,7.49
"108",108,"Crusader Kings II",2200000,2373000,173000,39.99,7.86,75,9.99
"109",109,"This War of Mine",2230000,2370000,140000,19.99,6.28,75,4.99
"110",110,"Prison Architect",2306000,2370000,64000,29.99,2.78,75,7.49
"111",111,"Fallout 3: Game of the Year Edition",1920000,2341000,421000,19.99,21.93,50,9.99
"112",112,"Total War: NAPOLEON – Definitive Edition",2262000,2331000,69000,24.99,3.05,75,4.99
"113",113,"The Stanley Parable",1874000,2323000,449000,14.99,23.96,75,3.74
"114",114,"Brutal Legend",1396000,2312000,916000,14.99,65.62,85,2.24
"115",115,"ORION: Prelude",2286000,2307000,21000,0.99,0.92,37,0.62
"116",116,"Hotline Miami",2196000,2278000,82000,9.99,3.73,75,2.49
"117",117,"Dead Space",2255000,2276000,21000,19.99,0.93,75,4.99
"118",118,"Besiege",1763000,2252000,489000,9.99,27.74,40,5.99
"119",119,"Batman: Arkham Origins",2176000,2220000,44000,19.99,2.02,75,4.99
"120",120,"Kingdom: Classic",1329000,2213000,884000,4.99,66.52,60,1.99
"121",121,"Tropico 4",1685000,2204000,519000,14.99,30.8,80,2.99
"122",122,"太吾绘卷 The Scroll Of Taiwu",0,2197000,2197000,19.99,0,15,16.99
"123",123,"Titan Quest Anniversary Edition",2112000,2185000,73000,19.99,3.46,80,3.99
"124",124,"Total War: MEDIEVAL II – Definitive Edition",1999000,2182000,183000,24.99,9.15,75,4.99
"125",125,"Metro 2033 Redux",2041000,2173000,132000,19.99,6.47,66,6.79
"126",126,"Crysis 2 - Maximum Edition",2129000,2150000,21000,29.99,0.99,75,7.49
"127",127,"Borderlands: The Pre-Sequel",1959000,2129000,170000,39.99,8.68,70,11.99
"128",128,"Battlefield: Bad Company 2",2033000,2112000,79000,19.99,3.89,85,2.99
"129",129,"Papers, Please",1961000,2101000,140000,9.99,7.14,50,4.99
"130",130,"Metro: Last Light Redux",1689000,2099000,410000,19.99,24.27,66,6.79
"131",131,"Just Cause 3",1542000,2077000,535000,29.99,34.7,85,4.49
"132",132,"Alan Wake",1706000,2047000,341000,14.99,19.99,80,3
"133",133,"Kerbal Space Program",1925000,2002000,77000,39.99,4,60,15.99
"134",134,"The Binding of Isaac: Rebirth",1882000,1991000,109000,14.99,5.79,50,7.49
"135",135,"Burnout Paradise: The Ultimate Box",1624000,1983000,359000,19.99,22.11,75,4.99
"136",136,"SPORE",1851000,1973000,122000,19.99,6.59,85,2.99
"137",137,"Darkest Dungeon",1619000,1957000,338000,24.99,20.88,70,7.49
"138",138,"POSTAL 2",1574000,1916000,342000,9.99,21.73,90,0.99
"139",139,"Mad Max",1572000,1913000,341000,19.99,21.69,75,4.99
"140",140,"Banished",1837000,1909000,72000,19.99,3.92,66,6.79
"141",141,"Max Payne 3",1828000,1891000,63000,19.99,3.45,65,6.99
"142",142,"Mass Effect 2",1404000,1869000,465000,19.99,33.12,75,4.99
"143",143,"Dungeon Defenders",1518000,1837000,319000,14.99,21.01,75,3.74
"144",144,"The Sims 3",1698000,1833000,135000,19.99,7.95,85,2.99
"145",145,"Warhammer 40,000: Dawn of War II Chaos Rising",1789000,1813000,24000,19.99,1.34,75,4.99
"146",146,"Total War: WARHAMMER",1680000,1798000,118000,59.99,7.02,75,14.99
"147",147,"Grand Theft Auto III",1264000,1798000,534000,9.99,42.25,65,3.49
"148",148,"Stellaris",1429000,1788000,359000,39.99,25.12,60,15.99
"149",149,"Call of Duty: World at War",1701000,1779000,78000,19.99,4.59,51,9.79
"150",150,"DARK SOULS II: Scholar of the First Sin",1588000,1776000,188000,39.99,11.84,75,9.99
"151",151,"F.E.A.R. 3",1705000,1770000,65000,19.99,3.81,75,4.99
"152",152,"STAR WARS Jedi Knight - Jedi Academy",1687000,1764000,77000,9.99,4.56,65,3.49
"153",153,"XCOM 2",1650000,1764000,114000,59.99,6.91,75,14.99
"154",154,"Human: Fall Flat",1487000,1751000,264000,14.99,17.75,50,7.49
"155",155,"Cortex Command",1618000,1749000,131000,19.99,8.1,85,2.99
"156",156,"The Darkness II",1716000,1734000,18000,29.99,1.05,80,5.99
"157",157,"Jet Set Radio",1663000,1729000,66000,7.99,3.97,85,1.19
"158",158,"L.A. Noire",1624000,1722000,98000,19.99,6.03,65,6.99
"159",159,"Wolfenstein: The New Order",1605000,1717000,112000,19.99,6.98,67,6.59
"160",160,"Red Faction: Armageddon",1695000,1715000,20000,19.99,1.18,75,4.99
"161",161,"Surgeon Simulator",1696000,1713000,17000,9.99,1,85,1.49
"162",162,"Stick Fight: The Game",1272000,1709000,437000,4.99,34.36,25,3.74
"163",163,"Cuphead",1506000,1697000,191000,19.99,12.68,20,15.99
"164",164,"Assassin’s Creed IV Black Flag",1534000,1672000,138000,19.99,9,60,7.99
"165",165,"Risk of Rain",1535000,1659000,124000,9.99,8.08,80,1.99
"166",166,"Batman: Arkham Knight",1369000,1648000,279000,19.99,20.38,75,4.99
"167",167,"Deus Ex: Human Revolution - Director's Cut",1627000,1648000,21000,19.99,1.29,85,2.99
"168",168,"Golf With Your Friends",1630000,1643000,13000,5.99,0.8,35,3.89
"169",169,"Plague Inc: Evolved",1628000,1633000,5000,14.99,0.31,60,5.99
"170",170,"The Red Solstice",1505000,1632000,127000,9.99,8.44,85,1.49
"171",171,"The Elder Scrolls Online",1475000,1629000,154000,19.99,10.44,50,9.99
"172",172,"Mass Effect",1612000,1629000,17000,19.99,1.05,75,4.99
"173",173,"Broforce",1430000,1609000,179000,14.99,12.52,75,3.74
"174",174,"Warhammer 40,000: Dawn of War - Game of the Year Edition",1136000,1591000,455000,12.99,40.05,75,3.24
"175",175,"SpeedRunners",1495000,1587000,92000,14.99,6.15,67,4.94
"176",176,"Tabletop Simulator",1279000,1586000,307000,19.99,24,50,9.99
"177",177,"Natural Selection 2",1584000,1586000,2000,9.99,0.13,75,2.49
"178",178,"Shadowrun Returns",1057000,1579000,522000,14.99,49.39,75,3.74
"179",179,"Brothers - A Tale of Two Sons",1397000,1563000,166000,14.99,11.88,80,2.99
"180",180,"The Long Dark",1376000,1560000,184000,29.99,13.37,75,7.49
"181",181,"Sid Meier's Civilization IV",1553000,1558000,5000,19.99,0.32,75,4.99
"182",182,"Medal of Honor",1539000,1549000,10000,19.99,0.65,75,4.99
"183",183,"Orcs Must Die!",1256000,1545000,289000,9.99,23.01,75,2.49
"184",184,"Thief",1456000,1535000,79000,29.99,5.43,85,4.49
"185",185,"Scribblenauts Unlimited",1475000,1522000,47000,19.99,3.19,75,4.99
"186",186,"No Man's Sky",952000,1500000,548000,59.99,57.56,50,29.99
"187",187,"Europa Universalis IV",1387000,1497000,110000,39.99,7.93,75,9.99
"188",188,"Assassin's Creed Origins",1308000,1489000,181000,59.99,13.84,60,23.99
"189",189,"Stories: The Path of Destinies",1209000,1488000,279000,14.99,23.08,50,7.49
"190",190,"Dino D-Day",1467000,1486000,19000,9.99,1.3,90,0.99
"191",191,"Assassin's Creed 2 Deluxe Edition",1368000,1480000,112000,19.99,8.19,66,6.79
"192",192,"ARMA: Cold War Assault",1214000,1476000,262000,4.99,21.58,80,0.99
"193",193,"Football Manager 2018",372000,1471000,1099000,49.99,295.43,66,17
"194",194,"Sid Meier's Civilization: Beyond Earth",1445000,1465000,20000,39.99,1.38,75,9.99
"195",195,"Dead Space 2",1032000,1453000,421000,19.99,40.79,75,4.99
"196",196,"SCUM",0,1451000,1451000,19.99,0,20,15.99
"197",197,"To the Moon",1416000,1449000,33000,9.99,2.33,66,3.39
"198",198,"Hell Yeah! Wrath of the Dead Rabbit",1304000,1447000,143000,14.99,10.97,75,3.74
"199",199,"Factorio",1083000,1447000,364000,30,33.61,0,30
"200",200,"FEZ",1405000,1446000,41000,9.99,2.92,75,2.49
"201",201,"Sniper Elite 3",1331000,1433000,102000,29.99,7.66,80,5.99
"202",202,"RimWorld",806000,1430000,624000,34.99,77.42,0,29.99
"203",203,"Game Dev Tycoon",1379000,1429000,50000,9.99,3.63,75,2.49
"204",204,"Lord of the Rings: War in the North",1415000,1429000,14000,19.99,0.99,0,19.99
"205",205,"Alan Wake's American Nightmare",750000,1421000,671000,8.99,89.47,80,1.8
"206",206,"How to Survive",1320000,1417000,97000,14.99,7.35,90,1.49
"207",207,"Total War: WARHAMMER II",1289000,1409000,120000,59.99,9.31,50,29.99
"208",208,"METAL GEAR SOLID V: THE PHANTOM PAIN",1339000,1407000,68000,19.99,5.08,50,9.99
